Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
EC2.16,Unused Network Access Control Lists should be removed,This control checks to see if there are any NACLs (Network Access Control List) that are unused. The control will check the item configuration of the resource AWS::EC2::NetworkAcl and determine the relationships of the NACL.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.16/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-16,Protect > Network Security,AWS::EC2::NetworkAcl,vpc-network-acl-unused-check,Change triggered,"For instructions on deleting an unused network ACL, see Deleting a network ACL in the Amazon VPC User Guide. You can't delete the default network ACL or an ACL that is associated with subnets."
EC2.17,EC2 instances should not use multiple ENIs,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.17/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-17,Protect > Network Security,AWS::EC2::Instance,ec2-instance-multiple-eni-check,Change triggered,"To detach a network interface from an EC2 instance, see Detach a network interface from an instance in the Amazon EC2 User Guide."
EC2.18,Security groups should only allow unrestricted incoming traffic for authorized ports,"This control checks whether an Amazon EC2 security group permits unrestricted incoming traffic from unauthorized ports. The control status is determined as follows: If you use the default value for 'authorizedTcpPorts', the control fails if the security group permits unrestricted incoming traffic from any port other than ports 80 and 443; If you provide custom values for 'authorizedTcpPorts' or 'authorizedUdpPorts', the control fails if the security group permits unrestricted incoming traffic from any unlisted port; If no parameter is used, the control fails for any security group that has an unrestricted inbound traffic rule.",HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.18/remediation,"Parameter: authorizedUdpPorts
Description: List of authorized UDP ports
Type: IntegerList
Default Value: N/A
Min: 1
Max: 65535
---
Parameter: authorizedTcpPorts
Description: List of authorized TCP ports
Type: IntegerList
Default Value: [80, 443]
Min: 1
Max: 65535
---
",2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-18,"Protect > Secure network configuration >
            Security group configuration",AWS::EC2::SecurityGroup,vpc-sg-open-only-to-authorized-ports,Change triggered,"To modify a security group, see Work with security groups in the Amazon VPC User Guide."
EC2.19,Security groups should not allow unrestricted access to ports with high risk,"This control checks whether unrestricted incoming traffic for an Amazon EC2 security group is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that are considered to be high risk. This control fails if any of the rules in a security group allow ingress traffic from '0.0.0.0/0' or '::/0' to those ports.",CRITICAL,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.19/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-19,Protect > Restricted network access,AWS::EC2::SecurityGroup,restricted-common-ports,Change triggered and periodic,"To delete rules from a security group, see Delete rules from a security group in the Amazon EC2 User Guide."
EC2.20,Both VPN tunnels for an AWS Site-to-Site VPN connection should be up,This control checks that both VPN tunnels provided by AWS Site-to-Site VPN are in UP status. The control fails if one or both tunnels are in DOWN status.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.20/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-20,Recover > Resilience > High availability,AWS::EC2::Volume,vpc-vpn-2-tunnels-up,Change triggered,"To modify VPN tunnel options, see Modifying Site-to-Site VPN tunnel options in the AWS Site-to-Site VPN User Guide."
EC2.21,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks whether a network access control list (NACL) allows unrestricted access to the default ports for SSH/RDP ingress traffic. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.21/remediation,,5,"AWS Foundational Security Best Practices v1.0.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-21,"Protect > Secure Network
            Configuration",AWS::EC2::Volume,nacl-no-unrestricted-ssh-rdp,Change triggered,"To edit network ACL traffic rules, see Work with network ACLs in the Amazon VPC User Guide."
EC2.22,Unused EC2 security groups should be removed,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.22/remediation,,0,N/A,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-22,Identify > Inventory,AWS::EC2::Volume,ec2-security-group-attached-to-eni-periodic,Periodic,"To create, assign and delete security groups, see Security groups in Amazon EC2 user guide."
EC2.23,EC2 Transit Gateways should not automatically accept VPC attachment requests,This control checks if EC2 Transit Gateways are automatically accepting shared VPC attachments requests. This control will fail for a Transit Gateway that automatically accept shared VPC attachment requests.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.23/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-23,"Protect > Secure network
            configuration",AWS::EC2::Volume,ec2-transit-gateway-auto-vpc-attach-disabled,Change triggered,"To modify a transit gateway, see Modify a transit gateway in the Amazon VPC Developer Guide."
EC2.24,EC2 paravirtual instance types should not be used,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,MEDIUM,UNAVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.24/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-24,"Identify > Vulnerability, patch, and version management",AWS::EC2::Volume,ec2-paravirtual-instance-check,Change triggered,"To update an EC2 instance to a new instance type, see Change the instance type in the Amazon EC2 User Guide."
EC2.25,EC2 launch templates should not assign public IPs to network interfaces,This control checks if Amazon EC2 launch templates are configured to assign public IP addresses to network interfaces upon launch. The control fails if an EC2 launch template is configured to assign a public IP address to network interfaces or if there is at least one network interface that has a public IP address.,HIGH,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.25/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-25,Protect > Secure network configuration > Resources not publicly accessible,AWS::EC2::Volume,ec2-launch-template-public-ip-disabled,Change triggered,"To update an EC2 launch template, see Change the default network interface settings in the Amazon EC2 Auto Scaling User Guide."
EC2.28,EBS volumes should be in a backup plan,"This control evaluates if an Amazon EBS volume in 'in-use' state is covered by a backup plan. The control fails if an EBS volume isn’t covered by a backup plan. If you set the 'backupVaultLockCheck' parameter equal to 'true', the control passes only if the EBS volume is backed up in an AWS Backup locked vault.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.28/remediation,"Parameter: backupVaultLockCheck
Description: The control produces a 'PASSED' finding if the parameter is set to 'true' and the resource uses AWS Backup Vault Lock
Type: Boolean
Default Value: N/A
Min: N/A
Max: N/A
---
",1,NIST Special Publication 800-53 Revision 5,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-28,"Recover > Resilience > Backups
            enabled",AWS::EC2::Volume,ebs-resources-protected-by-backup-plan,Periodic,"To add an Amazon EBS volume to an AWS Backup backup plan, see Assigning resources to a backup plan in the AWS Backup Developer Guide."
EC2.33,EC2 transit gateway attachments should be tagged,"This control checks whether an Amazon EC2 transit gateway attachment has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the transit gateway attachment doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the transit gateway attachment isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.33/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-33,Identify > Inventory > Tagging,AWS::EC2::TransitGatewayAttachment,tagged-ec2-transitgatewayattachment (custom Security Hub rule),Change triggered,"To add tags to an EC2 transit gateway attachment, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.34,EC2 transit gateway route tables should be tagged,"This control checks whether an Amazon EC2 transit gateway route table has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the transit gateway route table doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the transit gateway route table isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.34/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-34,Identify > Inventory > Tagging,AWS::EC2::TransitGatewayRouteTable,tagged-ec2-transitgatewayroutetable (custom Security Hub rule),Change triggered,"To add tags to an EC2 transit gateway route table, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.35,EC2 network interfaces should be tagged,"This control checks whether an Amazon EC2 network interface has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the network interface doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the network interface isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.35/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-35,Identify > Inventory > Tagging,AWS::EC2::NetworkInterface,tagged-ec2-networkinterface (custom Security Hub rule),Change triggered,"To add tags to an EC2 network interface, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.36,EC2 customer gateways should be tagged,"This control checks whether an Amazon EC2 customer gateway has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if a customer gateway doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the customer gateway isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.36/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-36,Identify > Inventory > Tagging,AWS::EC2::CustomerGateway,tagged-ec2-customergateway (custom Security Hub rule),Change triggered,"To add tags to an EC2 customer gateway, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.37,EC2 Elastic IP addresses should be tagged,"This control checks whether an Amazon EC2 Elastic IP address has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the Elastic IP address doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the Elastic IP address isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.37/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-37,Identify > Inventory > Tagging,AWS::EC2::EIP,tagged-ec2-eip (custom Security Hub rule),Change triggered,"To add tags to an EC2 Elastic IP address, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.38,EC2 instances should be tagged,"This control checks whether an Amazon EC2 instance has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if an instance doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the instance isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.38/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-38,Identify > Inventory > Tagging,AWS::EC2::Instance,tagged-ec2-instance (custom Security Hub rule),Change triggered,"To add tags to an EC2 instance, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.39,EC2 internet gateways should be tagged,"This control checks whether an Amazon EC2 internet gateway has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the internet gateway doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the internet gateway isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.39/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-39,Identify > Inventory > Tagging,AWS::EC2::InternetGateway,tagged-ec2-internetgateway (custom Security Hub rule),Change triggered,"To add tags to an EC2 internet gateway, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.40,EC2 NAT gateways should be tagged,"This control checks whether an Amazon EC2 network address translation (NAT) gateway has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the NAT gateway doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the NAT gateway isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.40/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-40,Identify > Inventory > Tagging,AWS::EC2::NatGateway,tagged-ec2-natgateway (custom Security Hub rule),Change triggered,"To add tags to an EC2 NAT gateway, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.41,EC2 network ACLs should be tagged,"This control checks whether an Amazon EC2 network access control list (network ACL) has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the network ACL doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the network ACL isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.41/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-41,Identify > Inventory > Tagging,AWS::EC2::NetworkAcl,tagged-ec2-networkacl (custom Security Hub rule),Change triggered,"To add tags to an EC2 network ACL, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.42,EC2 route tables should be tagged,"This control checks whether an Amazon EC2 route table has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the route table doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the route table isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.42/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-42,Identify > Inventory > Tagging,AWS::EC2::RouteTable,tagged-ec2-routetable (custom Security Hub rule),Change triggered,"To add tags to an EC2 route table, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.43,EC2 security groups should be tagged,"This control checks whether an Amazon EC2 security group has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the security group doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the security group isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.43/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-43,Identify > Inventory > Tagging,AWS::EC2::SecurityGroup,tagged-ec2-securitygroup (custom Security Hub rule),Change triggered,"To add tags to an EC2 security group, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.44,EC2 subnets should be tagged,"This control checks whether an Amazon EC2 subnet has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the subnet doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the subnet isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.44/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-44,Identify > Inventory > Tagging,AWS::EC2::Subnet,tagged-ec2-subnet (custom Security Hub rule),Change triggered,"To add tags to an EC2 subnet, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.45,EC2 volumes should be tagged,"This control checks whether an Amazon EC2 volume has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the volume doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the volume isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.45/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-45,Identify > Inventory > Tagging,AWS::EC2::Volume,tagged-ec2-volume (custom Security Hub rule),Change triggered,"To add tags to an EC2 volume, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.46,Amazon VPCs should be tagged,"This control checks whether an Amazon Virtual Private Cloud (Amazon VPC) has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the Amazon VPC doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the Amazon VPC isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.46/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-46,Identify > Inventory > Tagging,AWS::EC2::VPC,tagged-ec2-vpc (custom Security Hub rule),Change triggered,"To add tags to a VPC, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.47,Amazon VPC endpoint services should be tagged,"This control checks whether an Amazon VPC endpoint service has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the endpoint service doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the endpoint service isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.47/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-47,Identify > Inventory > Tagging,AWS::EC2::VPCEndpointService,tagged-ec2-vpcendpointservice (custom Security Hub rule),Change triggered,"To add tags to an Amazon VPC endpoint service, see Manage Tags in the Configure an endpoint service section of the AWS PrivateLink Guide."
EC2.48,Amazon VPC flow logs should be tagged,"This control checks whether an Amazon VPC flow log has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the flow log doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the flow log isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.48/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-48,Identify > Inventory > Tagging,AWS::EC2::FlowLog,tagged-ec2-flowlog (custom Security Hub rule),Change triggered,"To add tags to an Amazon VPC flow log, see Tag a flow log in the Amazon VPC User Guide."
EC2.49,Amazon VPC peering connections should be tagged,"This control checks whether an Amazon VPC peering connection has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the peering connection doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the peering connection isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.49/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-49,Identify > Inventory > Tagging,AWS::EC2::VPCPeeringConnection,tagged-ec2-vpcpeeringconnection (custom Security Hub rule),Change triggered,"To add tags to an Amazon VPC peering connection, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.50,EC2 VPN gateways should be tagged,"This control checks whether an Amazon EC2 VPN gateway has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the VPN gateway doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the VPN gateway isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.50/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-50,Identify > Inventory > Tagging,AWS::EC2::VPNGateway,tagged-ec2-vpngateway (custom Security Hub rule),Change triggered,"To add tags to an EC2 VPN gateway, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
EC2.51,EC2 Client VPN endpoints should have client connection logging enabled,This control checks if an AWS Client VPN endpoint has client connection logging enabled. The control fails if the endpoint doesn't have client connection logging enabled.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.51/remediation,,3,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-51,Identify > Logging,AWS::EC2::ClientVpnEndpoint,ec2-client-vpn-connection-log-enabled,Change triggered,"To enable connection logging, see Enable connection logging for an existing Client VPN endpoint in the AWS Client VPN Administrator Guide."
EC2.52,EC2 transit gateways should be tagged,"This control checks if an Amazon EC2 transit gateway has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the EC2 transit gateway doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the transit gateway isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/EC2.52/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html#ec2-52,Identify > Inventory > Tagging,AWS::EC2::TransitGateway,tagged-ec2-transitgateway (custom Security Hub rule),Change triggered,"To add tags to an EC2 transit gateway, see Tag your Amazon EC2 resources in the Amazon EC2 User Guide."
